essay_id,full_text,score
75ef893,"Have you ever took a vacation into a large city to see someone you know, or live in one yourself? Well if you didn't already notice, every single day wether the weather is nice or stormy, there's always this layering dark gray haze in the sky of pollution combined with the sound and congestion of cars going to tons of different destinations. That right there would be a car polluted city, which has a smog problem because of the over use of auto mobiles which is extremely harmful to the environment and us as human beings. You're probably thinking ""How do I stop using my car?"" but the goal isn't to stop using auto mobiles, but maybe to....reduce it.

One very big impact you can make is to ""car pool"" which you probably already do but maybe try if you try making it an every morning habit, like for example: You and your aquaintances go to the same destination for work, and you happen to live within a couple miles of them, if you have time you could pick them up and drop them off which would not only be much better for the environment, you would also be de-congesting traffic by keeping three or more cars off the road. Now imagine if everyone did it? The roads would be calm and empty, making transportation much faster or easier and create huge positive impact on the environment by reducing all those green house gases.

Is the job or place you're heading too, four or less miles away, and you can't pay for that ridiculously priced gallon or two of gas every morning to start your car and you don't have any friends near by to ""car pool""? The answer is simple and actually might get you there faster plus save you lots of money, it's biking there. Now you probably are thinking ""That's completely undesirable to have to do that every day to go somewhere local"". Here is why it's actually a huge advantage over driving that short distance, 1. You'll end up with more money at the end of the week by not buying gas, 2. You will get fit much faster because biking will burn calories just like running or working out would and 3. You can completely avoid congestion which definitely makes your life less stressful because trust me, no one wants to be late for something so close to them just because of car traffic.

To conclude this, it's really ultimately your decison and if you would like to make a extraordinary positive impact on the environment, make your life easier or less stressful, then I'd do it, and maybe along the way you might become better friends with people you know by car pooling with them or become more fit and healthy by making biking just as routine as your car used to be every day for those short distance trips.            ",3
9ecd3e3,"Do you want to live and see your family another day? If you say yes to this then help us take a stand against these driverless cars. These cars can not guarentee your safety with just a few cameras and sensors. These cars also basically do not do much to help if we're the ones that have to, park, pull out of spaces, navigating through work zones, and around accidents. Your life is more important than relaxing while a car drives for you and can most likely wreck and cause death to you and many others.

First, Driverless cars can not save your life with some cameras, a GPS system, sensors, and a inertial motion sensor. A lot of people might be thinking that this is a good idea, an idea to let a computer drive for you but no one is thinking about what could happen if something malfunctions on the car and you wreck and get injured or possibly death. Also there might be a possibility that the Dubbed LIDAR (camera that uses laser beams to create 3d models of the car's surroundings) gets broken by hail, a storm, or even someone breaks it off. These cars never said anything about how this car can guarentee the driver's safety. That should give everyone the general idea that they might not really know what could happen to you but they don't want you to know.

Next, These ""Driverless Cars"" aren't doing much driving for you if you have to be the one to do some of the most simplest things that even the computer can't do. Your the one basically doing most of the driving since they need you to park, pull out of spaces, navigating through work zones, and to go around accidents. Does that seem like you should even spend way more money because of how much they put into it, for no reason? They should've made more extensions to the vehicle if all it does is steer, accelerate, and brakes themselves. These cars they are trying to put out there on the market when they only do 3 small things for you and could still possibly malfunction and cause the deaths of innocent lives.

Finally, You shouldn't be letting a computer drive for you. Your life is way more important than relaxing for a few minutes and for you to most likely wreck and kill innocent civilians. These cars can possibly danger the lives of families. There is no point in buying a car that could kill your family or a loved one just for you to relax for that short amount of time to get to your destination. These cars already didn't say anything about guarenteeing your safety let alone trust your life with a copmuter.

In Conclusion, Your lives matter to the world more than a smarter car to save you a few minutes of relaxing. Don't be the one that takes your hands off the wheel and could possibly kill the people you love. The people you care about in that car could be dead in seconds if you let a computer take over your car for that small amount of time. Rise up today and take a stand against the people that are building cars to kill innocent people or even the ones you love dearly. ",4
7414f02,"People all through out the world are realizing the problem we are having with emissions and smog problems. If we dont act soon enough we could lose our lives, maybe even our home(the world). Be like germany and some of the other parts of the world that are taking action to the smog and emission problems.

Limting car usage can have a positive affect on the world. Instead of hearing the sounds of motors constantly running, we can hear the sounds of active kids and bicycles. Over the past few decades, germany and in other places in the world are trying out the idea of limiting the amount of cars that are allowed in areas. In upscale areas in germany such as the district on the outskirts of Freiburg, the streets are ""car-free"" except the main throughfare where the tram for downtown runs. One way they enforce this is that to live in these area, you can either buy a parking space for $40,000 along with a home. 70% of the families that live in these areas dont have a car because of this. Transportation may be lower, but with the use of parking spots and garages eliminated, everything can be in walking distance rather than in a mall miles away.

As the greenhouse affect continues to grow, cities with major car emmission will literally be choking themselves to death. France had a very serious case involving the smog so in order to clear the smog, they enforces a partial driving ban to clear the air. ""On Monday motorist with even-numbered license plates were ordered to leave their cars at home or suffer a 22-euro fine ($31). The sane would apply to odd-numbered plates the following day."" close to 4,000 drivers were fined. the smog cleared enough on monday the ban was lifted on tuesday for the odd-numbered plates. as the smog cleared up enough for this to be possible.

In the past few years Obama has said that the car usuage has dropped for the passed few years steadilly since our peak in 2005. Since then scientist and observationalist has seen that people between 16 and 39 haven't got there liscence as much as before. Scientists don't know if this is a last affect or will it go back up one the people have kids. There have been offered different alternatives to lower emissions, improve safety, conserve resources, and to save time. Only time will tell what happens.

If people were smart enough to just learn to ride a bike or walk to work in the mornings and afternoons, we wouldnt have this problem. we wouldnt have to be so worried about our atmosphere if less people were to drive in a car, and more started doing something less expensive and less harmful to the enviorment. not everybody will listen but if the majority of the people listened to this, we could all breathe fresh air and not be so unhappy with all the conjested roads.    ",3
a1cd4ce,"Our country's history with cars date back a few centuries. Today, there are many cars from different brands, with different deisgns, and with different benefits. Though all these cars have one thing in common - they emit harmful pollution to the air. We already know that the pollutants given off from cars have caused the greenhouse effect in the world. This has been a main topic for decades, on how to figure out how to solve and reduce the amount of pollutions so that Earth can sustain us. Limiting car usage will reduce the pollutant emission from the cars, it will cause less traffic jam and congestion in parking, and some people are tend to become more relaxed and happy.

The Earth is being effected with harmful gases caused by cars. Our vehicles that we drive everyday, the one we take to work or schools or places you want to see, are the main source of pollutants coming into the air and causing the greenhouse gases. The limited usage of cars will reduce the amount of emission given off. In the article ""Paris bans driving due to smog"" by Robert Duffer, France has the most amount of smog in the European countries. This smog has caused warmer layers of air to trap car emissions will cause heat to the country. But when they have put a ban in cars for a while, the amount of smog has decreased. Furthermore, if we continue to reduce or at less limit the amount of time we spend driving or riding in the car, we can help reduce the emissions made. Rosenthal states, ""...emissions from an increasing number of private cars owned by the burgeoning middle class are choking cities."" If we do not limit the use of cars now, not only will the Earth suffer, people will suffer as well. The limit usage of cars can save the Earth and ourselves.

The constant honking, switching lands, and when reached the destination, a parking is needed to be found. With the amount of cars, traffic jam and lack of parking space is evitable. Pollution also contributes to the traffic jam and congestion. Though if limited cars we used congestion will come down. According to Duffer, ""Congestion was down 60 percent in the capital of France, after five-days of intensifying smog..."" The lack of cars on the road will cause many more people to get to work or school or any place they want wihtout rushing becaus the roads are clear. Moreover, parking space is a hassle to find when there are so many cars everywhere. With less cars means less space for parking, this could save money for the government and invest more on what the country needs. In Vauban, Germany, they had to give up their cars but on the positive side, on the main streets, stores are placed walking distance rather than on a highway (Source 1). With the less amount of cars, highways and roads do not have to be invested in too much rather the money may be used to invest in other important things.

When we are younger, we dream of driving and having a bit of freedom but when we actually start driving it gets tiring. Some people are stressed out when driving and tend to be very prone to accidents. Though when just taking a bicycle or walking it relieves stress. Carlos Arturo Plaza states in the article ""Car-fre day is spinning into a big hit in Bogota"", ""It's a good opportunity to take away stress and lower air pollution."" Stress will only increase when we get older, taking off a load of stress by limiting the usage of cars can be a breather for all of us. Also, people are happy when they do not need cars. Heirdrun Walter said, ""When I had a car I was always tense. I'm much happier this way, (Rosenthal)"" When Heirdrum means ""this way"", she is referring to not using a car to get to places. A person should be happy rather than angry and rage because when in a car, some people may do things that could hurt them.

Roads and highways are always being invested because of the increase in car users. If we continue this in the future, there might not be a bright future if we do not stop it. The limit of using cars can cause less pollution in our air, get people to places faster, and make a person smile. This may lead some down fall into the economy and for the employees but with the increase of other alternative to get to places this can lead into a boom in the economy. The positives out run the negatives in this topic. If cars are limited, parks and sports centers will bloom; uneven, pitted sidewalks will be fixed to smooth sidewalks; rush-hour will be cut traffic; and food places and stores will increase. Even the executive chairman of the Ford Motor Company proposed ""parternering with the telecommunications inductry to create cities in which 'pedestrian, bicycle, private cars, commerical and public transprtation traffic are woven into a connected network to save time, conserve resources, lower emissions and improve safety'"" (Source 4). In the end, it is up to decide if we would rather continue using cars or not. So go and choose the side that will benefit not only the economy or government but the people and environment.    ",6
3de3d97,"Venus, also known as the Evening Star. People now a day just know it as a world we can't reach or just anthor worthless plant.

Those claims are false and the article ""The Challenge of Exploring Venus"" tell you it all. The author's studys show that Venus is a world we need to explore becuse of the informatiom we can get from it. Also the chance of it being a second earth.

Yes Earth has a sister plant, but its not as good as people think. Venus is not in a condition for humans to live on, a human aircraft has not even been on the plant in over a decade. According to the aritcle "" A think atomosphere of almost 97 percent carbon dioxide blankets Venus"" thoses number are not good for man. Venus also has the hottest surface temperature of any of the planets in our soler system. Atmospheric pessure for venus is 90 time greater then what we experience on our own plant. Yes venus is not a good place to live, but its a good place to explore and here is why.

Venus might be be a big gassed up plant but there are sighs of it looking like our plant once. Studys have shown Venus to have covered big oceans and forms of life. The plant still has it's rocky sediment that have features simlar to mountains, and valleys. Imagine if this was a plant like Earth, and think about how much we could learn from it. Mankind could learn about rocks and how things died so we can be ready for our plant when are dies. If we started to study Venus more in dept i feel like we could uncover more detail, about what came before us and how things happen.

All in all i feel like we need to study Venus just becuse there was once sign of life. The anwsers we could get would help our plant alot, becuse who know our plant might be like Venus one day.         ",3
17d3737,"Exploring Venus

Throughout the text the author suggests that studying Venus is a worthy mission but also he knows the cons . Visiting Venus may seem as an easy thing to accomplish since the planet it so close to Earth but actually exploring it is a very difficult task. Theres many obstucles and harsh conditions towards humans to visisting Venus but many are so facinated by it because it is very earth like.

Firstly , Venus is a part of our solar system . In paragragh two it stays ""venus is often referred to as Earths ""twin"" , as in terms of the same density and size."" That quote explains how the planets are very similar to one another. Many years from now if we discover more and more things about the planet and know that its safe , austronauts could possibly send people to stay there .

In addition , in paragrapgh four it states ""Venus was probably covered largely with oceans and could have supported various life forms like Earth today."" Many wonder how has the planet has changed, why did it change and if it could form back to what it was.

Finally , there are many cons throught the expirement of visiting Venus. Throught the text it talks about how different it is from Earth as well and how it could possibly harm any living thing . As in paragrapgh three it quotes ""Thick atmosphere of almost nighty-seven percent , the planets surface tempatures average over eight hundred degrees and the preasure is nighty percent higher than earth"" . No human is meant to survive throught those conditions . A submarine cant even handle the deep parts on the planet , our human flesh would just burn and melt with very high tempatures , and with all the preassue humans would just explode .

In conclusion , if austronauts are capable of finding out safe things for humans to travel to venus then they could possibly survive . Austronauts should push through the challenges so we could value it . Also , humans are very curious of how it could lead to anything so they shall expand their investigation . ",3
a977730,"Senator,

The Electoral Eollege seems highly unfair to the people. The winner, may not even be the majority vote. Perhaps a president received a majority of the votes, but the people then have to rely on electors to vote for them. That vote may not be what the people really wanted.

When it is time for elections, small states have a disadvantage on having a big part in the president's election. A president may win over five smaller states, and yet the other could win over California and still have more electoral votes. Larger states get more attention than smaller states. This is unfair. Some voters feel trapped because they know their vote won't effect the state ruling. Voters lose incentive.

Voters in presidential elections tend to want to be heard and feel as if their vote matters so they can express their political preferences. With electoral college votes, they feel the vote is unfair and they are relying on a few people and hoping they vote for the voters candidate. The people feel as if it's kind of like gmabling. In swing states, people have an advantage there. The ""winner-take-all"" method induces the candidates to pay more attention to those states. The candidates will campaign there more often and gain more and more attention from the swing state voters. Other states do not like this because they get less attention and the votes in swing states are more thoughtful than one-sided states.

The Electoral College votes, seem not-so-democtratic. It is the electors who actually end up electing the president...not the people. Anyways, this            ",3
7f5780c,"I believe that the use of this technology to read the emotional expressions of students in a classroom is valuable, because students would try to hide their emotions. Students would probably be going through some tough times in their life, and they need some help but they are to scared to say it to an adult. The teacher might no be interesting to them. Teachers want to know on how to get all the students attention in class and do their work. This technology will be useful for teachers to be more interesting, seeing what makes the students happy, and helping a problem in their life that needs to be fix.

Let's say Alex is a student and is having a hard time at home because of their parents arguing every single time, being scared that they might one day not be together. The Facial Action Coding System will help an adult figure out what's making his emotion change and becoming sad. It will get an adult attention to talk to his parents and fix thing out. It can make you be even happier in the article it says "" If you smile when a Web ad appears on your screen, a similar ad might follow"". It can help you if your depress in the article it says "" But if you frown, the next ad will be different"".

In conclusion The Facial Action Coding System is useful to reading the emotional expression of students, or photos of someone that lived long ago and figuring out how they lived, and seeing what emotions they were having in the old days. It helps seeing how the people were treated during those days we wern't alive, and adding new history.",3
bacae94,"Google has had cars that could drive independently since 2009 under certain conditions . Driverless cars would have a huge impact in our world today with both a positive and negative affect. Google cofounder Serger Brin belives that the future of driveless cars a form a future of public taxi system. This would have a postiive affect because the cars would half of the fuel of todays taxi and would more flexible than a bus. Driverless cars are coming soon and has been used before, these will soon be able to help us and change the world, they will soon change the way we look at cars today.

Google cars have been known to drive more than half a million miles without a crash . This showes that they are safe but arent completly driveless. The use of driverless cars beneifits use because they arent driverless in certain conditions. These are arent driverless and require the use of the driver conditions like pulling in and out of driveways, getting through complicted traffic issue, and getting through road work. This will have a negative affect because they should be able to work under all condition of driving. Driverless cars can have negative aspect and positve aspect on the driving laws . In a negative way these cars cant function in certain areas and this can disrupt driving , it is also illgeal to even test computer driven cars in most states, and in a postive way these are allowed to be tested in most states and upgraded to the point of the driver can receive alters to notify them on things.

In 2016 Telsa has projected the use of a computer driven car, with 90 percent of autopilet driving system an used most of the time. otyher cars like Mercedes-Benz, Audi, and Nissan have pakned to relase the version of a computer driven car in 2020. These cars a ere soon to realese and they will help with many driving difficulties that we encounter today. This will have a positive outcome in our world.",3
1fd8cbc,"The ""Facial Action Coding System"" is technology that can be used in the class room because some people can't figure out how good or bad someone is feeling. Teachers will be able to know if the student is learning or eithor not paying attention or sleeping in class. It'll be easier for them to know what's false and what's true expression in their situation they could be in.

In difference in the situation students can't understand someone's expression. Thanks to the technolgy now it'll be easier to figure out students emotion or anyone. The article states, "" Using video imagery, the new emotion-recognition software tracks these facial movements- in a real face or in the painted face of Mona Lisa. By weighting the different units, the software can even identify mixed emotions. Each expression is compared against a neutral face.""""The Mona Lisa demonstration is really intended to bring a smile to your face, while it shows just how much this computer can do.""

Finally, yes the technology is worth a big margin but its worth to have the help we can all get to help us know many. In my opinion it'll be a better way to learn/read better on our emotional expressions because you""'ll have more information and could know more about everything you want or need to know about the expressions. According to the Facial Feedback Theory of emotion, moving your facial muscles not only expresses emotions, but also may even help produce them. We humans perform this same impressive ""calculation"" every day, for instance, you can probably tell how a person is feeling simply by the look on their face.           ",3
c6c9bf9,"The invention of the automobile was one of the most important inventions of all time. Everyone uses cars! They're everywhere! But what are the effects of car emissions? Are they even worth using if they cause negative effects on people and our environment? Many people are trying to cut back on driving, or even live without cars. Why are they doing this? Well, let me inform you about some of the advanrtages of limited car usage throughout the world.

In Vauban, Germany, there is a suburb where people have decided to ban cars all together. The neighborhood roads are completely car-free and even having a garage is usually not allowed. About 5500 people live in this suburb and 70% of these people do not own cars. For the other 30%, there is a parking garage that is located on the edge of the community that requires a $40,000 payment to use. This trend is growing immensely in Europe and there could quite possibly be several communites that would mirror Vauban and what it is all about. This effort to ban cars is based on the idea of reducing pollution as well as reducing stress, and many members of the community insist they live happier and less stressful lives since moving into Vauban.

Bogota, Columbia is the home to nearly 7 million people, and in Bogota there is an annual car-free day, with hopes to reduce smog and promote alternative transportation. There is also hope that this idea will spread to other cities and to other countries around the world. For the people who decide not to participate in the annual car-free day, a fine of $25 would be handed out. This ""holiday"" if you will, could be revolutionary potentially and if implemented year round, could really put a dent in the ammount of pollution throughout the city. Even the mayor of Asuncion, Paraguay revered the program, saying it is ""generating a revolutionary change"".

Officials in Paris, France put a partial driving ban on the city in an effort to reduce smog in the city. The ban worked like this, on Monday, drivers with even-numbered license plates would not be allowed on the road. The next day, it would be the drivers eith odd-numbered license plates that would have to leave their cars at home. Nearly 4000 people were fined due to the enforcement of this ban, for somewhere around $120,000 total. The strictness of the ban was due to the seriousness of the smog and the fact that it was intensifying. The dissapearance of the smog resulted in loosening of the ban and less negative feedback from drivers.

As you can see, these places have been limiting car usage and found at least some sort of benefit from doing so. Maybe if these restrictions or all together bans were implemented in more places, pollution in the world would be hindered.            ",3
843f86a,"How often do you ride in a car? Do you drive a one or any other motor vehicle to work? The store? To the mall? Have you ever thought about how many people in the world do that exact same thing- travel to every destination using a fuel powered motorvehicle. Not many people realize the intenisve damage that they're doing when they turn their key in the egnition. What if you didn't drive to work today? If you're like any regular car user, the thought ""What?! I could never survive without my car!"" may run through your mind. It is possible though, to live without your main mean of transport. Just look at cities like Vuban, Paris, and Bogota; each one has in some way restricted their people's usage of cars and they actually enjoy it! If you limit your car usage, it can inturn result in many advantages and benefits in yourself and in your community.

A not so recognized benefit to giving up your car usge would be the positive consequences it has on your health. In source 1, Heidrun Walter states that ""When [he] had a car, [he] was always tense. [He's] much happier [without it]."" Think about it, imagine all the angry road rage you experience while driving. That surely does not have a positive effect on your mood or health. Driving takes a copious amount of focus and mental activity, such as, trying to navigate, dealing with bad drivers, etc., that after a short period of time, you're stressed out and tired. In cities like New York and Paris, the population is high. This leads to congestion in the streets and excessive amounts of pollution. Warm layers of air, according to Robert Duffer in ""Paris bans driving due to smog,"" traps the car emissions. How is that healthy? He also states that Paris had to enforce a temporary driving ban after the pollution levels reached an all time record. After a few days of less driving the pollution went way down. Since people aren't driving, they have to find other means of transport. This could include walking, biking, or skating to destintions. Those are all physical excercises! Your body is getting to work out and you'll mentally feel fresher; more than you would sitting in a car.

Taking a break from driving also can help with the overall look of your city. Pollution doesn't cause the flowers to grow. It certainly doesn't smell nice. It sets a filter over the town and gives off a ""dirty"" vibe. With less driving, there is less nasty pollution being emitted, therefore leading to a cleaner community. In Elisabeth Rosenthal's article, ""In German Suburb, Life goes on Without Cars,"" she gives the good point that since there is a restriction on car and motor vehicle transportation, there is going to be more walkers. If you have tons of people taking the sidewalks instead of the roads, you might need a few more pathways and closer stores that are in walking distance. Andrew Selsky states that ""Parks and sports centers have bloomed throughout the city; uneven pitted sidewalks have been replaced by broad, smooth sidewalks... and new restaurants and upscale shopping districts have cropped up.""

As stated previously, pollution is not benefiting the environment. Organizations such as the Envronmental Protection Agency in the U.S., are promoting ""car reduced"" communities, says Rosenthal. These communities have far less pollution and are much cleaner. Cities are also promoting this idea and are having days devoted to ""no-car driving."" In Bogota, Colombia, they hold an anual ""car-free"" day where only buses and taxis are permitted. Any other drivers would be fined. Although fining someone for using a posession they own might ruffle some feathers, it did have a successful turn out and significantly reduced the ""smog.""

In conclusion, although the idea of giving up our precious automobiles for walking to our destination might sound impossible, it's not. Reducing our driving can lead to many benefits and advantages in our daily lives. These include an increase in health, an improved look to our cities, and an improved environment all around us. So, instead of picking up the car keys next time you have to go to work, try dusting off the helmet and take a bike ride!    ",5
35fd114,"The new techonology tht is called Facial Action Coding System is beinng use to identify human emotions. If this were to be used in a classroom some kids might not want to be scanned and have there emotions known. So I honestly think that this machine or new piece of techonology should not be used in classrooms and heres why.

To start it off I can already tell that some kids will not want there emotions to be known. That's something that the kid is able to keep a secret. If the kids doesn't want there emotions to be known then he or she has the right to not let them be known. Now in paragraph 6 a quote from Dr. Huang ""A classroom computer could recognize when a student is becoming confused or bored."" Now although it is true that some kids may need help for the work that there doing. They may not understand it and that's where the computer comes in. But the teacher can't just scan the kids face and have the computer do all the work. The teacher has to also know when a kid is having troube with the material. Obviously it's almost impossible to know how every student is doing but if you see a kid getting bad grades on the material then the teacher should help the student out. That goes back to if the student actually wants to be scanned to identify his or her emotions.

A quote from Dr. Huang "" The facial expressions for each emotion are universal, even though individuals often show carying degrees of expression."" That's is also another thing that I want to talk about. The teacher really has to care for his or her students. It's the teachers job to make sure that a kid is doing good in school. I do understand that there are some kids that just don't even try. Those kids are difficult to make them succeed. But for the other students the teacher has to know if he or she is having a bad day. You could ask whats wrong and if the student doesn't want to tell you then they don't have to. But the teachers have to make sure that the student knows that the teacher is there to help. Now although some kids hide there expressions really well I guess that's

when you would want the maching to scan there face. But as I keep saying only if they want to. The teacher might have a problem on knowing how a kid feels and knowing there emotion. But if the student doesn't want there emotion to be known thats what the kid wants. In many ways we don't need a maching to help with human proteries. Thats why humans talk to humans anout there emotions not humans talk to machines.

I hope that this new techonology is going towards high schools. In this day and age so many high schcoolers are going through alot. It doen't take a rocket scientist to know how a student feels when it's finals week. There are situations where the teacher doesn't need to know how a student is feeling. The only time where a student needs to be scanned is when that student is having trouble on a material and if the student actually wants to be scanned by the Facial Acton Coding System. I want to talk about this quote from paragraph 6 from Dr. Huang ""Then it could modify the lesson, like an effective human instructor."" The fact that a computer needs to explain the work to a student is just wrong and dumb. That is why a teacher is in the classroom. That's why the teacher went to college to get her degree and work with students. We all know that there are bad teachers in this world. The teachers where all they do is give you a packet and ask for it finished tomorrow. The teachers where they do a horible job at explaining the material. Then and only then will I be good with having the Facial Action Coding System scan the kids faces. Thats is when the computer will help out the students and teach them the material that the teacher can't do. That is the only time I think that is okay to use.

So there are

my thoughts on why this should not be able to scan the kids faces when in a classroom. I honestly feel that the kid has the right if they want to be scanned even if the kid is having trouble in the class and if the kids emotions are easy to be seen that's is when a teacher comes and helps.So no this should not be in classrooms. But I do think that it could be used in other better ways. Like in a police forece where they scan the person who did the crime to get information. But not in a classroom. ",4
fd2de62,"Althought many peope believe that venus is far away from earth, venus is the second planet to earth. When reading the passage you come across to the word ""misleading"" you start to wonder if the words provided to us is a word that no one knows.

In the article "" The Challenge of Exploring Venus"" he used personal experience to inform the readers that venus is a planet and not a star. In the article paragraph 5 it talkes about how what space administrations are trying to figure out how to test venus and what the whole story about it is. In the article it is said that if people haven't seen it, its because ""numerous factors contribute to venus's reputation as a challenging planet for humans to study. despite its proximity to us"". When ready this, its telling us that its not only a challenge but its not possible for somone to land on venus and research what it is that we cant touch ground.

In the article ""The Challenges of Exploring Venus"" although many beleive that venus will never be know and seen, venus is the second planet. For that reason building and advancing technology is the best way to see why humans cant go to venus and what is causing all the hottness. Although venus may have so many negative effects with beign to hot and to far to not have the technology needed. At the same time venus has some positive things aswell like""striving to meet the challenge presented by venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors"". With this being said not only is valuable but its giving humans timtation to the point at one point things will change over time and venus will been explored.

Overall venus is one of the planets most known not becaues humans have exploreded but because its the planet most wanted, in which humans cant really see or be in. throughtout years technology will continue to advance and expirements continue to evolve.",3
8de1ffb,"Do you smell that? Its the smell of gasoline and exaust fumes. Cars are taking over suburban areas. Spewing out polution and contaminating the air. There are solutions, and cities across the world are trying them.

One city that has impacted many is the city of Vauban in Germany, this city has car free streets. They were able to acomplish this by making stores and buisnesses walking distance. Apariently people are happier without cars, Heidrun Walter (citizen of Vauban) while she was walking the streets of Vauban said,"" When i had a car i was always tense. I'm much happier this way."". Furthermore having car free streets is also benificial to the fitness of the citizens. Without a car you are forced to walk or ride a bike which is a form of exercise.

Vehicles are terrible for cities. Cars spew exaust fumes that rise into the air and polute the cities. In Paris they almost hit record high polution levels. Cars were banned untill the polution level went down, smog covered the cities. The polution got trapped in the layers of the smog. The smpog levels rivaled Beijing, which is the most poluted city in the world. The only way to cut down on polution is to stop using cars, or switch to hybrids and plug in cars.

Some cities are taking it days at a time. In the city Bogata, Columbia there is a day where no one is alowed to drive. In Bogata they have this one day where no one is alowed to drive, they have this day to cut down polution levels and clear the streets. Other cities have started doing the same thing. This day is very benificial to the cities It helps decrease polution and smog levels and traffic jams. More people are riding bikes, going to parks and since more people are walking they have made broad, smooth sidewalks.

These movements are changing cities and making them healthier. Soon there will be less cars clean air and happier cities. So, are you ready to change.                             ",3
7228e60,"When people hear the title ""Unmasking the face on Mars"" they think look their is a face or structure on mars that the aliens built. But what it's really soposed to be is or equivalent to is a butte or mesa. So if you think that for a split second think agian cause your wrong.

To start of this discusion of the so called ""face"" on mars I would like to tell you is that it is not at all a face. What it is just a landform that has formed to look so simular to a face or moument of the martians. But mars is like earth it forms things just like it so what it really is is just a couple of rocks and thier shadows to form a face like thing.

On the other hand is how do we know this. Well ever since the discovery scientist have been researching and taking more pictures and looking at it a whole lot closer. What we came up with is that like I said before a landform on mars but some say where wrong.

Another reason that bothers me is how people think its a conspiracy theory. many, many, many people think ""oh its just nothing but the martians"" but no this is just a mesa but since people say that stuff we had to prove them wrong. So what NASA did was they built a big camera to take pictures of it to prove it was a big rock which it was a huge budget problem for them but they still did it.

People may argue by saying so if it is something simular to earth then that means martians were here to and then they got bord of the place they so they left and went somewhere else. then they built this big face of maybe a king or emporer or something and they are hiding from us. But there not its just a rock. what I am trying to say is that the ""face"" is just a mesa and nothing else but a mesa so if someone says its a face just say its a mesa. ",3
6895712,"Presidential election is held every after four years on the first Monday of the month November. We decide who's going to be our next leader, the President. Electoral College is kind of unfair for some people because they think that whoever got the most popular vote should be President. But to think, what if the people we vote to is not right to be the next President and she/he got that most popular vote? Wouldn't that be a disaster? I say we should keep the Electoral College.

Electoral College process in consists of the electors that have been selected by the people. The ones who got selected are the ones with great intelligence and with great sense of leadership. In the first passage it mentioned that ""The Electoral College has a total of 538 electoras and the majority of electoral votes are required to have 270 electoral votes."" This means that for you to be one of the candidates you atleast have to have 270 electoral votes and this is a good way of picking our candidates to run for us for President.

Remember the election between Obama and Romney? It was close but, not that close. Our President, Obama got 61.7 percent of the electoral vote compared to 51.3 percent of the popular votes for him and Romeny. Almost of every states electoral votes is on a ""winner-take-all"" basis. For every slight of pulrality in each of the states, it creates a ""landslide electoral-vote"". This means that a tie would be possible because the number 538 votes is uneven but, it's mostly not to happen and this is because of Electoral College.

Electoral College avoids the problem of which didn't receive a majority of the votes. In passage three it gave an example about how Nixon in 1968 and Clinton in 1992 both had 43 percent only in pluraity of the popular votes and the winning number of the Electoral College is 301 and 370 electoral votes. Because of Electoral College the pressure that happens in electing the next President to lead us for four years is reduced and it also tells us which is the winner of the election.

If we elect our President using popular votes it migh be a disaster. Because not all of the candidates are that great of leading the whole country and If he/she got selected to be our next leader for the next four years our country would be in a huge chaos. I slightly agree with electing that person and making him/her the next President because they got the most popular votes but, then again I don't think it's the right way of picking our new leader.    ",4
7e56af4,"The Face on mars has to be a natural landform. My reasons for believing that is because there is no proof of aliens on Mars, there is no possible way that a human built because the only thing that has gotten to Mars is a bunch of probes, and even if we did have a human on Mars we wouldn't have the equipment to build something like that. There are no signs of alien life so how can it be made by aliens ?

The face on Mars is a natural landform. In the article it says JPL web site said that it was a natural landform. That means there is no possible chance that it was built by aliens. I think the reason why the radio, Hollywood, magazines, and TV said all that stuff was so that they could attention. People in the world for some reason are drawn to all that. They are drawn to the idea that there is a possible chance that we aren't the only ones out here in universe. The people that did all of that most likey just wanted attention, so that can they get more views or followers.

An ancient civilization on Mars just wouldn't make any sense. We had ancient civilizations too, but we didn't bulid every single butte in America. Natural landforms are so interesting that people just immediately think who made it and how it got there. There is no possible way that an ancient group of anything made that because there is not enough advanced technology. Even if aliens did exist and they did have technology why would they waste there time on building a face on Mars ?

If you are saying that it's not natural then thats like saying that the Middle Butte and Snake River where made by aliens. Just think for actual second about how that makes no sense because I don't go outside and see aliens trying to build a landform. Even if aliens did make it then how come they aren't still around or left any clues behind? Did they just all of the sudden build an amazing landform and just leave? No they didn't because if you put your hard work into something you are going to stay with it as long as you can and see how it ends up later in life. If there was aliens they would've left something so that we would know it was them.

The Face on Mars was not made by aliens. It says in the article that it is a natural landform. I don't believe everything that scientist say but I believe this one because it makes sense. All the proof you need is in the article and I added some things such as, how we can't find any aliens, how there are no signs of them now or even in the past, and that if they are real they wouldn't have that type of technology.                       ",3
